Price,Close,High,Low,Open,Volume,SMA_5,SMA_10
2023-12-08,194.2872314453125,194.56519468567552,192.26205338225554,192.78819916921847,53377300,191.62670288085937,190.1971694946289
2023-12-11,191.77561950683597,192.0833786038581,190.02841974664355,191.70613626728084,60943700,192.37125549316406,190.53370819091796
2023-12-12,193.2945098876953,193.30443173677244,190.32624104462562,191.6763547643133,52696900,192.62738342285155,190.96157836914062
2023-12-13,196.52085876464844,196.56056130389416,193.43346752411227,193.67171305530522,70404200,193.74718322753907,191.8143325805664
2023-12-14,196.6697540283203,198.16877097511053,194.733933428728,196.58041195784497,66831600,194.5095947265625,192.62439727783203
2023-12-15,196.1336975097656,196.95765018105735,195.56783406915136,196.09397982207716,128256700,194.87888793945314,193.25279541015624
2023-12-18,194.4659118652344,195.20053764226134,192.97681661429394,194.66445486912104,55751900,195.4169464111328,193.89410095214845
2023-12-19,195.5082550048828,195.5181768519779,194.46588544128923,194.73392679143802,40714100,195.8596954345703,194.24353942871093
2023-12-20,193.4136199951172,196.24289187855894,193.4136199951172,195.46856356116558,52242800,195.23824768066407,194.49271545410156
2023-12-21,193.2646942138672,195.64725561182692,192.09327993279487,194.674384326953,46482500,194.55723571777344,194.53341522216797
2023-12-22,192.19256591796875,193.9894050921648,191.56714106698067,193.76106624785666,37122800,193.76900939941407,194.3239486694336
2023-12-26,191.64654541015625,192.48043504376977,191.42814358023,192.20247183256527,28919300,193.20513610839845,194.31104125976563
2023-12-27,191.74581909179688,192.09328069742187,189.7007974418798,191.09062871652011,48087700,192.45264892578126,194.1561721801758
2023-12-28,192.17269897460935,193.24484932489418,191.76567598880632,192.72862541967714,34049900,192.2044647216797,193.7213562011719
2023-12-29,191.1303253173828,192.98672576072192,190.33613820624774,192.4903607097449,42628800,191.7775909423828,193.16741333007812
